book_id	ISBN	title	Category	Author	Publisher	Publication_date
9780387264073001	9780387264073	Unconstrained face recognition	etc	Zhou, S. Kevin	Springer	2006
9781596930636001	9781596930636	Delay- and disruption-tolerant networking	art	Farrell, Stephen	Artech House	2006
9781596931138001	9781596931138	Role-based access control	religion	Ferraiolo, David	Artech House	2007
9781886529397001	9781886529397	Reinforcement learning and optimal control	literature	Bertsekas, Dimitri P	Athena Scientific	2019
9783540219996001	9783540219996	The Semantic Web : research and applications : First European Semantic Web Symposium, ESWS 2004, Heraklion, Crete, Greece, May 10-12, 2004 : proceedings	religion	European Semantic Web Symposium	Springer	2004
9780136006329001	9780136006329	Operating systems : internals and design principles	natural science	Stallings, William	Pearson/Prentice Hall	c2009
9780470128725001	9780470128725	Operating system concepts	etc	Silberschatz,Abraham	Wiley	c2009
9780470128725002	9780470128725	Operating system concepts	religion	Silberschatz,Abraham	Wiley	c2009
9780198567905001	9780198567905	Nonlinearity, chaos, and complexity : the dynamics of natural and social systems	natural science	Bertuglia, Cristoforo Sergio	Oxford University Press	2005
9780231157384001	9780231157384	Moving data :the iphone and the future of media	natural science	Snickars, Pelle	Columbia University Press	2012
9780123744937001	9780123744937	Computer organization and design :the hardware/software interface	digital	Patterson, David A	Elsevier/Morgan Kaufmann	2009
9780123744937002	9780123744937	Computer organization and design :the hardware/software interface	art	Patterson, David A	Elsevier/Morgan Kaufmann	2009
9780123838728001	9780123838728	Computer architecture : a quantitative approach	Philosophy	Hennessy, John L	Morgan Kaufmann/Elsevier	2012
9780123858801001	9780123858801	Distributed and cloud computing : from parallel processing to the Internet of things	language	Hwang, Kai	Morgan Kaufmann	2012
9780124077263001	9780124077263	Computer organization and design :the hardware/software interface	technological science	Patterson, David A	Elsevier/Morgan Kaufmann	2014
9780124077263002	9780124077263	Computer organization and design :the hardware/software interface	digital	Patterson, David A	Elsevier/Morgan Kaufmann	2014
9780387241555001	9780387241555	Designing human interface in speech technology	etc	Chen, Fang	Springer	2006
9780387881454001	9780387881454	Statistical analysis of network data : methods and models	natural science	Kolaczyk, Eric D	Springer	2009
9780470462539001	9780470462539	Software performance and scalability : a quantitative approach	religion	Liu, Henry H	John Wiley & Sons	2009
9780763785345001	9780763785345	Essentials of software engineering	history	Tsui, Frank F	Jones and Bartlett Publishers	2011
9780805841404001	9780805841404	Content & complexity : information design in technical communication	Philosophy	Albers, Michael J	Lawrence Erlbaum	2003
9780849382505001	9780849382505	Security in wireless mesh networks	literature	Zhang, Yan	CRC Press	2009
9780929306377001	9780929306377	Fundamentals of data structures in C++	history	Horowitz, Ellis	Silicon Press	2007
9780929306407002	9780929306407	Fundamentals of data structures in C	social science	Horowitz, Ellis	Silicon Press	2008
9780929306407003	9780929306407	Fundamentals of data structures in C	technological science	Horowitz, Ellis	Silicon Press	2008
9781420085730001	9781420085730	Fundamentals of EMS, NMS, and OSS/BSS	natural science	Sathyan, Jithesh	Auerbach Publications	2010
9781441979698001	9781441979698	Entropy and information theory	religion	Gray, Robert M	Springer	2011
9781558605961001	9781558605961	Computer architecture : a quantitative approach	Philosophy	Patterson, David A	Morgan Kaufman Publishers	2003
9781568814735001	9781568814735	Interactive data visualization : foundations, techniques, and applications	religion	Ward, Matthew	A K Peters	2010
9781591409052001	9781591409052	Web semantics and ontology	etc	Taniar, David	Idea Group Pub	2006
9781681738352001	9781681738352	Efficient processing of deep neural networks	religion	Sze, Vivienne	Morgan & Claypool Publishers	2020
9781848829343002	9781848829343	Computer vision :algorithms and applications	digital	Szeliski, Richard	Springer	2011
9781848829343003	9781848829343	Computer vision :algorithms and applications	art	Szeliski, Richard	Springer	2011
9781852337612001	9781852337612	Discrete-time Markov jump linear systems	natural science	Costa, Oswaldo Luiz do Valle	Springer	2005
9781852339296001	9781852339296	Support vector machines for pattern classification	technological science	Abe, Shigeo	Springer	2005
9781852339760001	9781852339760	Visualizing the Semantic Web : XML-based Internet and information visualization	literature	Geroimenko, Vladimir	Springer	2006
9783540211495001	9783540211495	Software engineering	literature	Bjorner, D	Springer	2006-
9783540211495002	9783540211495	Software engineering	Philosophy	Bjorner, D	Springer	2006-
9783540425342001	9783540425342	Principles of data mining and knowledge discovery : 5th European conference, PKDD 2001, Freiburg, Germany, September 3-5, 2001 : proceedings	literature	Raedt, Luc de	Springer	2001
9783642290435001	9783642290435	Experimentation in software engineering	language	Wohlin, Claes	Springer	2012
9783642310454001	9783642310454	Space-filling curves :an introduction with applications in scientific computing	digital	Bader, Michael	Springer	2013
9780131489066002	9780131489066	Applying UML and patterns :an introduction to object-oriented analysis and design and iterative development	religion	Larman, Craig	Prentice Hall	2004
9783540719489001	9783540719489	Human-centered visualization environments : GI-Dagstuhl Research Seminar, Dagstuhl Castle, Germany, March 5-8, 2006 : revised lectures	digital	GI-Dagstuhl Research Seminar	Springer	2007
9780072460605001	9780072460605	TCP/IP protocol suite	art	Forouzan, Behrouz A	McGraw-Hill	2003
9780072460605002	9780072460605	TCP/IP protocol suite	language	Forouzan, Behrouz A	McGraw-Hill	2003
9780123707208001	9780123707208	Essentials of error-control coding techniques	social science	Moreira, Jorge Castineira	John Wily ＆ Sons	2006
9780201619188001	9780201619188	Distributed systems : concepts and design	art	Coulouris, George	Addison-Wesley	2002
9780387310732001	9780387310732	Pattern recognition and machine learning	etc	Bishop, Christopher M	Springer	2006
9780521782807001	9780521782807	Fundamentals of error-correcting codes	technological science	Huffman, W. C	Cambridge University Press	2003
9780521821131001	9780521821131	JavaTech : an introduction to scientific and technical computing with Java	technological science	Lindsey, Clark S	Cambridge	nan
9780763785345002	9780763785345	Essentials of software engineering	language	Tsui, Frank F	Jones and Bartlett Publishers	2011
9781933019246001	9781933019246	Network coding theory	Philosophy	Li, Shuo-Yen Robert	Now	2006
9780716782926001	9780716782926	Fundamentals of data structures in C++	social science	Horowitz, Ellis	Computer Science Press	c1995
9781558607590001	9781558607590	Computational intelligence :concepts to implementations	art	Eberhart, Russell C	Elsevier/Morgan Kaufmann Publishers	c2007
9780321122261001	9780321122261	Fundamentals of database systems	literature	Elmasri, Ramez	Addison-Wesley	2000
9780321122261002	9780321122261	Fundamentals of database systems	technological science	Elmasri, Ramez	Addison-Wesley	2000
9780071238403001	9780071238403	Software engineering : a practitioner's approach	art	Pressman, Roger S	McGraw-Hill Higher Education	2005
9780071238403002	9780071238403	Software engineering : a practitioner's approach	history	Pressman, Roger S	McGraw-Hill Higher Education	2005
9780131016217002	9780131016217	Java How to Program	history	Deitel, H. M	Pearson Education	2003
9780821843062001	9780821843062	Algebraic geometric codes : basic notions	religion	Tsfasman, M. A	American Mathematical Society	2007
9781558603486001	9781558603486	Distributed algorithms	digital	Lynch, Nancy A	Morgan Kaufmann	1997
9780201702200001	9780201702200	Data abstraction and problem solving with Java : walls and mirrors	history	Carrano, Frank M	Addison-Wesley	2001
9780130607744001	9780130607744	Time series analysis : forecasting and control	Philosophy	Box, George E. P	Prentice-Hall international, Inc	c1994
9780130306555001	9780130306555	IBM PC assembly language and programming	etc	Abel, Peter	Prentice Hall	2001
9780128122754001	9780128122754	Computer organization and design :the hardware/software interface	social science	Patterson, David A	Morgan Kaufmann Publishers, an imprint of Elsevier	2018
9780387310732002	9780387310732	Pattern recognition and machine learning	literature	Bishop, Christopher M	Springer	2006
9780471467410001	9780471467410	Fundamentals of computer organization and architecture	art	Abd-El-Barr, Mostafa	Wiley	2005
9780471681601001	9780471681601	Visual statistics : seeing data with dynamic interactive graphics	literature	Young, Forrest W	Wiley	2006
9780198515906001	9780198515906	Evolution of networks : from biological nets to the Internet and WWW	social science	Dorogovtsev, S. N	Oxford University Press	2003
9780262018029001	9780262018029	Machine learning :a probabilistic perspective	language	Murphy, Kevin P	MIT Press	2012
9780321197849001	9780321197849	An introduction to database systems	religion	Date, C. J	Addison-Wesley	2004
9780470749821001	9780470749821	Text mining : applications and theory	etc	Berry, Michael W	Wiley	2010
9780471503361001	9780471503361	The art of computer systems performance analysis :techniques for experimental design, measurement, simulation, and modeling	religion	Jain, Raj	Wiley	1991
9780792379300001	9780792379300	Principles of forecasting : a handbook for researchers and practitioners	etc	Armstrong, Jon Scott	Kluwer Academic	2001
9781107009462001	9781107009462	Programming with Mathematica : an introduction	technological science	Wellin, Paul R	Cambridge University Press	2013
9781442271104001	9781442271104	Data visualization :a guide to visual storytelling for libraries	etc	Magnuson, Lauren	Rowman & Littlefield	2016
9781601980328001	9781601980328	Network Coding Fundamentals	art	Fragouli, Christina	Now	2007
9781601980328002	9781601980328	Network Coding Fundamentals	history	Fragouli, Christina	Now	2007
9781601980441001	9781601980441	Network coding applications	language	Fragouli, Christina	Now	2007
9781601980441002	9781601980441	Network coding applications	social science	Fragouli, Christina	Now	2007
9781848728455001	9781848728455	Multilevel analysis : techniques and applications	social science	Hox, J. J	Routledge	2010
9781849660068001	9781849660068	Net neutrality : towards a co-regulatory solution	language	Marsden, Christopher T	Bloomsbury Academic	2010
9783319162676001	9783319162676	Social computing, behavioral-cultural modeling, and prediction :8th International Conference, SBP 2015, Washington, DC, USA, March 31-April 3, 2015. Proceedings	natural science	Agarwal, Nitin	Springer	2015
9783598218286001	9783598218286	Delivering lifelong continuing professional education across space and time : The Fourth World Conference on Continuing Professional Education for the Library and Information Science Professions	etc	World Conference on Continuing Professional Education for the Library and Information Science Professions	K.G. Saur	2001
9789814287302001	9789814287302	Machine learning approaches to bioinformatics	literature	Yang, Zheng Rong	World Scientific	2010
9780471250609001	9780471250609	Operating system concepts : windows XP update	etc	Silberschatz, Abraham	Addison-Wesley	2003
9780471154938001	9780471154938	Learning from data : concepts, theory, and methods	Philosophy	Cherkassky, Vladimir S	Wiley	1998
9780471316541001	9780471316541	Unified optical scanning technology	natural science	Beiser, Leo	Wiley-Interscience	2003
9788132237013001	9788132237013	Advances in neuromorphic hardware exploiting emerging nanoscale devices	natural science	Suri, Manan	Springer	2017
9780130307965001	9780130307965	Computer vision	literature	Shapiro, Linda G	Prentice Hall	2001
9780130307965002	9780130307965	Computer vision	digital	Shapiro, Linda G	Prentice Hall	2001
9780201976991001	9780201976991	Computer networking : a top-down approach featuring the Internet	etc	Ross, Keith W	Addison-Wesley	2003
9780201976991002	9780201976991	Computer networking : a top-down approach featuring the Internet	religion	Ross, Keith W	Addison-Wesley	2003
9780130888938002	9780130888938	Distributed systems : principles and paradigms	history	Tanenbaum, Andrew S	Prentice Hall	2002
9780130923615001	9780130923615	Python : how to program	religion	Deitel, Harvey M	Prentice Hall	2002
9783540425366001	9783540425366	Machine learning : ECML 2001 : 12th European Conference on Machine Learning, Freiburg, Germany, September 5-7, 2001 : proceedings	digital	European Conference on Machine Learning	Springer-Verlag	2001
9780321544285001	9780321544285	Computer science : an overview	language	Brookshear, J. Glenn	Addison Wesley	2009
9780471467403001	9780471467403	Advanced Computer Architecture and Parallel Processing	social science	El-Rewini, Hesham	Wiley	2005
9781420045697001	9781420045697	Architecting software intensive systems :a practitioner's guide	art	Lattanze, Anthony J	CRC Press	2009
9781420045697002	9781420045697	Architecting software intensive systems :a practitioner's guide	natural science	Lattanze, Anthony J	CRC Press	2009
9780131485211001	9780131485211	Structured computer organization	art	Tanenbaum, Andrew S	Pearson Prentice Hall	2006
9780131485211002	9780131485211	Structured computer organization	technological science	Tanenbaum, Andrew S	Pearson Prentice Hall	2006
9780131876712001	9780131876712	Internetworking with TCP/IP	digital	Comer, Douglas	Pearson Prentice Hall	2006
9780132390774001	9780132390774	Security in computing	technological science	Pfleeger, Charles P	Prentice Hall	2007
9780132390774002	9780132390774	Security in computing	etc	Pfleeger, Charles P	Prentice Hall	2007
9780136079675001	9780136079675	Computer networking :a top-down approach	Philosophy	Kurose, James F	Addison-Wesley	2009
9780262033848003	9780262033848	Introduction to algorithms	religion	Cormen, Thomas H	The MIT Press	2009
9780321210258001	9780321210258	Database systems : a practical approach to design, implementation, and management	religion	Connolly, Thomas M	Addison-Wesley	2005
9780321497703001	9780321497703	Computer networking : a top-down approach	literature	Kurose, James F	Pearson/Addison Wesley	c2008
9780321497703002	9780321497703	Computer networking : a top-down approach	digital	Kurose, James F	Pearson/Addison Wesley	c2008
9780387257440001	9780387257440	UML for SoC Design	art	Martin, Grant	Springer	2005
9780387276304001	9780387276304	Semantic management of middleware	digital	Oberle, Daniel	Springer	2006
9780387951737001	9780387951737	Codes, systems, and graphical models	art	Marcus, Brian	Springer	2001
9780521854559002	9780521854559	Continuous and discrete time signals and systems	art	Mandal, Mrinal Kr	Cambridge University Press	2007
9781402038839001	9781402038839	Avatars at work and play : collaborationand interaction in shared virtual environments	art	nan	Springer	2006
9781441941190003	9781441941190	Introduction to discrete event systems	technological science	Cassandras, Christos G	Springer	2010
9781601988140001	9781601988140	Deep learning :methods and applications	language	Deng, Li	now	2014
9781607839958001	9781607839958	SIP : understanding the Session Initiation Protocol	language	Johnston, Alan B	Artech House	2009
9781852339951001	9781852339951	Grey information : theory and practical applications	social science	Liu, Sifeng	Springer	2006
9783540239529001	9783540239529	Switched and impulsive systems : analysis, design, and applications	etc	Li, Zhengguo	Springer	2005
9783540677239001	9783540677239	Quantum signatures of chaos	technological science	Haake, Fritz	Springer	2001
9780471722571001	9780471722571	Systems analysis & design	religion	Dennis, Alan	J. Wiley	2006
9780123750792001	9780123750792	Physically based rendering : from theory to implementation	etc	Pharr, Matt	Elsevier/Morgan Kaufmann	2010
9780123875822001	9780123875822	The visualization handbook	Philosophy	Hansen, Charles D	Elsevier-Butterworth Heinemann	2005
9780128015223001	9780128015223	Machine learning :a Bayesian and optimization perspective	technological science	Theodoridis, Sergios	Academic Press	2015
9780128201091002	9780128201091	Computer organization and design :the hardware/software interface	literature	Patterson, David A	Morgan Kaufmann	2021
9780128201091003	9780128201091	Computer organization and design :the hardware/software interface	art	Patterson, David A	Morgan Kaufmann	2021
9780470149010001	9780470149010	Data mining using SAS Enterprise miner	religion	Matignon, Randall	Wiley-Interscience	2007
9780470149010002	9780470149010	Data mining using SAS Enterprise miner	digital	Matignon, Randall	Wiley-Interscience	2007
9780470848678001	9780470848678	Towards the semantic web : ontology-driven knowledge management	digital	Davies, John	J. Wiley	2003
9780471062592001	9780471062592	Elements of information theory	language	Cover, T. M	Wiley	1991
9780471319740001	9780471319740	Self-similar network traffic and performance evaluation	literature	Park, Kihong	John Wiley & Sons	2000
9780471466185001	9780471466185	Content networking in the mobile Internet	Philosophy	Dixit, Sudhir	John Wiley & Sons	2004
9780763706203001	9780763706203	Foundations of algorithms : using C++ pseudocode	digital	Neapolitan, Richard E	Jones and Bartlett Publishers	1997
9780763706203002	9780763706203	Foundations of algorithms : using C++ pseudocode	etc	Neapolitan, Richard E	Jones and Bartlett Publishers	1997
9780763750527001	9780763750527	An introduction to digital multimedia	technological science	Savage, Terry Michael	Jones and Bartlett Publishers	2009
9780849318238001	9780849318238	Wireless sensor networks : architectures and procotols	technological science	Callaway, Edgar H	CRC	2004
9781482237573001	9781482237573	Text mining and visualization :case studies using open-source tools	Philosophy	Hofmann, Markus	Chapman & Hall/CRC	2016
9781593270476001	9781593270476	The TCP/IP guide : a comprehensive, illustrated Internet protocols reference	literature	Kozierok, Charles M	No Starch Press	2005
9781843340621001	9781843340621	Scenarios and information design : a user-oriented practical guide	natural science	Rice-Lively, Mary Lynn	Chandos	2006
9780321552624001	9780321552624	OpenGL programming guide : the official guide to learning OpenGL, versions 3.0 and 3.1	art	Shreiner, Dave	Addison-Wesley	2010
9780321637635001	9780321637635	OpenGL shading language	social science	Rost, Randi J	Addison Wesley	2010
9781848824904001	9781848824904	Natural image statistics :a probabilistic approach to early computational vision	language	Hyvarinen, Aapo	Springer	2009
9783319675244001	9783319675244	Anomaly detection principles and algorithms	technological science	Mehrotra, Kishan G	Springer	2017
9783319675244002	9783319675244	Anomaly detection principles and algorithms	language	Mehrotra, Kishan G	Springer	2017
9780130319999002	9780130319999	Operating Systems : Internals and design principles	natural science	Stallings, William	Prentice-Hall	2000
9780131006812001	9780131006812	Data and computer communications	Philosophy	Stallings, William	Prentice Hall	2004
9780131006812002	9780131006812	Data and computer communications	social science	Stallings, William	Prentice Hall	2004
9780131433519001	9780131433519	Computer networks and internets : with internet applications	digital	Comer, Douglas E	Prentice Hall/Pearson	2004
9780470029008001	9780470029008	Programming multi-agent systems in AgentSpeak using Jason	technological science	Bordini, Rafael H	J. Wiley	2007
9780471469124001	9780471469124	The art of software testing	social science	Myers, Glenford J	John Wiley & Sons	2004
9780471503361002	9780471503361	The art of computer systems performance analysis :techniques for experimental design, measurement, simulation, and modeling	etc	Jain, Raj	Wiley	1991
9780471770565001	9780471770565	A history of the theory of investments : my annotated bibliography	language	Rubinstein, Mark	John Wiley & Sons	2006
9781119329411001	9781119329411	Introductory relational database design for business, with Microsoft Access	history	Eckstein, Jonathan	Wiley	2018
9781138502383001	9781138502383	Artificial intelligence :with an introduction to machine learning	technological science	Neapolitan, Richard E	CRC Press, Taylor ＆ Francis Group	c2018
9781783481965001	9781783481965	Software theory :a cultural and philosophical study	religion	Frabetti, Federica	Rowman & Littlefield International	2015
9783639083774001	9783639083774	Challenged networks : protocol and architectural challenges in delay and disruption tolerant networks	digital	Harras, Khaled A	VDM	2008
9780133370430001	9780133370430	Network security essentials :applications and standards	literature	Stallings, William	Pearson	2014
9780133370430002	9780133370430	Network security essentials :applications and standards	history	Stallings, William	Pearson	2014
9780201423006001	9780201423006	System software :an introduction to systems programming	etc	Beck, Leland L	Addison-Wesley	1997
9780134964560001	9780134964560	Signals and systems : continuous and discrete	digital	Ziemer, Rodger E	Prentice Hall	c1998
9780321227355001	9780321227355	Computer networking : a top-down approach featuring the Internet	technological science	Ross, Keith W	Addison-Wesley	2004
9780321227355002	9780321227355	Computer networking : a top-down approach featuring the Internet	art	Ross, Keith W	Addison-Wesley	2004
9780321263582001	9780321263582	Computer networking and the Internet	religion	Halsall, Fred	Addison-Wesley	2005
9780321263582002	9780321263582	Computer networking and the Internet	digital	Halsall, Fred	Addison-Wesley	2005
9781118057636001	9781118057636	Information technology project management : providing measurable organizational value	social science	Marchewka, Jack T	John Wiley & Sons	2012
9781587131622001	9781587131622	Network security 1 and 2 companion guide	etc	Rufi, Antoon W	Cisco Press	2007
9781449615529001	9781449615529	An introduction to formal languages and automata	language	Linz, Peter	Jones & Bartlett Learning	2012
9780136079675002	9780136079675	Computer networking :a top-down approach	language	Kurose, James F	Addison-Wesley	2009
9780321544285002	9780321544285	Computer science : an overview	literature	Brookshear, J. Glenn	Addison Wesley	2009
9780130339690001	9780130339690	Modern database management - Fred R. McFadden, Jeffrey A. Hoffer, Mary B. Prescott	digital	McFadden, Fred R	Prentice Hall	2001
9780130339690002	9780130339690	Modern database management - Fred R. McFadden, Jeffrey A. Hoffer, Mary B. Prescott	Philosophy	McFadden, Fred R	Prentice Hall	2001
9780387239606001	9780387239606	Real-time management of resource allocations systems : a discrete event systems approach	history	Reveliotis, Spyros A	Springer	2005
9780321122261003	9780321122261	Fundamentals of database systems	religion	Elmasri, Ramez	Addison-Wesley	2000
9780134412054001	9780134412054	Linear system theory	etc	Rugh, Wilson J	Prentice Hall	1996
9783540316817001	9783540316817	Kernel based algorithms for mining huge data sets : supervised, semi-supervised, and unsupervised learning	art	Huang, Te-Ming	Springer	2006
9780132936330001	9780132936330	Computer organization and architecture :designing for performance	history	Stallings, William	Pearson	2013
9780131470231002	9780131470231	Ad Hoc wireless networks : architectures and protocols	history	Murthy, C. Siva Ram	Prentice Hall/PTR	2004
9780262018029002	9780262018029	Machine learning :a probabilistic perspective	Philosophy	Murphy, Kevin P	MIT Press	2012
9780321535429001	9780321535429	Problem solving and program design in C	technological science	Hanly, Jeri R	Addison-Wesley	2010
9780321535429002	9780321535429	Problem solving and program design in C	Philosophy	Hanly, Jeri R	Addison-Wesley	2010
9780415955430001	9780415955430	Hacking capitalism : the free and open source software movement	Philosophy	Soderberg, Johan	Routledge	2008
9780521010849001	9780521010849	Chaos in dynamical systems	language	Ott, Edward	Cambridge University Press	2002
9781428340664001	9781428340664	Security+ guide to network security fundamentals	language	Ciampa, Mark	Course Technology	2008
9781428340664002	9781428340664	Security+ guide to network security fundamentals	natural science	Ciampa, Mark	Course Technology	2008
9780072465631001	9780072465631	Database management systems	art	Ramakrishnan, Raghu	McGraw-Hill	2003
9780131854758001	9780131854758	Corporate computer and network security	social science	Panko, R. R	Prentice Hall	2010
9780131854758002	9780131854758	Corporate computer and network security	Philosophy	Panko, R. R	Prentice Hall	2010
9780132545235001	9780132545235	Interactive computer graphics : a top-down approach with shader-based OpenGL	history	Angel, Edward	Addison-Wesley	2012
9780136073475001	9780136073475	Concepts of programming languages	natural science	Sebesta, Robert W	Addison-Wesley	2010
9783846530207001	9783846530207	Adaptive navigation and motion planning for autonomous mobile robots	literature	Aboshosha, Ashraf	LAP Lambert Academic Publishing	2011
9780132145350001	9780132145350	Corporate computer security	technological science	Boyle, Randall J	Pearson	2013
9780136108047001	9780136108047	Computer systems : a programmer's perspective	etc	Bryant, Randal	Prentice Hall	2011
9780131757387002	9780131757387	Computer system architecture	religion	Mano, M. Morris	Prentice Hall	1993
9780132569033001	9780132569033	Computer science : an overview	Philosophy	Brookshear, J. Glenn	Addison-Wesley	2012
9780387332543001	9780387332543	Evolutionary algorithms for solving multi-objective problems	etc	Coello Coello, Carlos A	Springer	2007
9780857296313002	9780857296313	Dynamic surface control of uncertain nonlinear systems : an LMI approach	literature	Song, Bongsob	Springer	2011
9781447143024001	9781447143024	Knowledge visualization currents : from text to art to culture	natural science	Marchese, Francis T	Springer	2013
9781461492412001	9781461492412	Large-scale data analytics	literature	Gkoulalas-Divanis, Aris	Springer	2014
9784431551225001	9784431551225	Stochastic control theory :dynamic programming principle	literature	Nishio, Makiko	Springer	2015
9789048160099001	9789048160099	A Framework for Visualizing Information	art	Chi, Ed H	Kluwer	2010
9780128119051001	9780128119051	Computer architecture :a quantitative approach	language	Hennessy, John L	Morgan Kaufmann Publishers	c2019
9780128119051002	9780128119051	Computer architecture :a quantitative approach	history	Hennessy, John L	Morgan Kaufmann Publishers	c2019
9780128119051003	9780128119051	Computer architecture :a quantitative approach	technological science	Hennessy, John L	Morgan Kaufmann Publishers	c2019
9781852333737001	9781852333737	Learning and generalisation : with applications to neural networks	art	Vidyasagar, M	Springer	2003
9780521852296001	9780521852296	Modern coding theory	etc	Richardson, Thomas J	Cambridge University Press	2008
9783642065316001	9783642065316	Value-based software engineering	art	Biffl, Stefan	Springer	2011
9780132065504001	9780132065504	Information visualization : design for interaction	natural science	Spence, Robert	Pearson/Prentice Hall	2007
9780230292642001	9780230292642	Understanding digital humanities	Philosophy	Berry, David M	Palgrave Macmillan	2012
9780262018029003	9780262018029	Machine learning :a probabilistic perspective	history	Murphy, Kevin P	MIT Press	2012
9780471351986001	9780471351986	Fundamentals of distributed object systems : the CORBA perspective	history	Tari, Zahir	Wiley	2001
9780471392545001	9780471392545	Kalman filtering :theory and practice using MATLAB	art	Grewal, Mohinder S	John Wiley & Sons, Indc	2001
9780495809975001	9780495809975	Literature and the child	art	Galda, Lee	Wadsworth/Cengage Learning	2010
9781441175311001	9781441175311	Virtual reality :representations in contemporary media	language	Chan, Melanie	Bloomsbury	2014
9783639167009001	9783639167009	NGOs and the Politics of African Development : the Ghanaian Experience	language	Opoku-Mensah, Paul	VDM Verlag	2009
9780072853186001	9780072853186	Software engineering : a practitioner's approach	Philosophy	Pressman, Roger S	McGraw Hill	2005
9780072853186002	9780072853186	Software engineering : a practitioner's approach	religion	Pressman, Roger S	McGraw Hill	2005
9780135026458001	9780135026458	The Intel microprocessors : 8086/8088, 80186/80188, 80286, 80386, 80486, Pentium, Pentium Pro processor, Pentium II, Pentium III, Pentium 4, and Core2 with 64-bit extensions : architecture, programming, and interfacing	natural science	Brey, Barry B	Pearson Prentice Hall	2009
9780135026458002	9780135026458	The Intel microprocessors : 8086/8088, 80186/80188, 80286, 80386, 80486, Pentium, Pentium Pro processor, Pentium II, Pentium III, Pentium 4, and Core2 with 64-bit extensions : architecture, programming, and interfacing	religion	Brey, Barry B	Pearson Prentice Hall	2009
9780521540513001	9780521540513	Multiple view geometry in computer vision	natural science	Hartley, Richard	Cambridge University Press	2003
9780130340740001	9780130340740	Computer systems :a programmer's perspective	digital	Bryant, Randal E	Prentice Hall	2003
9780130340740002	9780130340740	Computer systems :a programmer's perspective	social science	Bryant, Randal E	Prentice Hall	2003
9780136067122001	9780136067122	System programming with C and Unix	technological science	Hoover, Adam	Addison-Wesley	2010
9780134527338002	9780134527338	Network security essentials :applications and standards	language	Stallings, William	Pearson Education, Inc	2017
9780132936491001	9780132936491	Problem solving and program design in C	social science	Hanly, Jeri R	Pearson	2013
9780387229904001	9780387229904	Ambient intelligence : a novel paradigm	etc	Remagnino, Paolo	Springer	2005
9780470091487001	9780470091487	Service-oriented computing :semantics, processes, agents	digital	Singh, Munindar P	Wiley	2005
9780470091487002	9780470091487	Service-oriented computing :semantics, processes, agents	etc	Singh, Munindar P	Wiley	2005
9780780360006001	9780780360006	System identification : a frequency domain approach	technological science	Pintelon, R	IEEE Press	2001
9781118386996002	9781118386996	Modeling and simulation of discrete-event systems	natural science	Choi, Byoung Kyu	John Wiley & Sons Inc	c2013
9781118911013001	9781118911013	Information technology project management :providing measurable organizational value	literature	Marchewka, Jack T	John Wiley & Sons, Inc	2015
9780131429383001	9780131429383	Operating systems : design and implementation	literature	Tanenbaum, Andrew S	Pearson Prentice Hall	2006
9780071267823001	9780071267823	Software engineering : a practitioner's approach	Philosophy	Pressman, Roger S	McGraw-Hill Higher Education	2010
9780071267823002	9780071267823	Software engineering : a practitioner's approach	Philosophy	Pressman, Roger S	McGraw-Hill Higher Education	2010
9780130384713001	9780130384713	Corporate computer and network security	literature	Panko, Raymond R	Pearson Prentice Hall	2004
9780130384713002	9780130384713	Corporate computer and network security	etc	Panko, Raymond R	Pearson Prentice Hall	2004
9780534380588001	9780534380588	Operations research :applications and algorithms	natural science	Winston, Wayne L	Duxbury	2004
9780132145664001	9780132145664	IT strategy :issues and practices	history	McKeen, James D	Prentice Hall	c2012
9780132545235002	9780132545235	Interactive computer graphics : a top-down approach with shader-based OpenGL	language	Angel, Edward	Addison-Wesley	2012
9780136086208001	9780136086208	Fundamentals of database systems	language	Elmasri, Ramez	Addison-Wesley	2011
9780136117261001	9780136117261	C++ : how to program	social science	Deitel, Paul J	Pearson Prentice Hall	2010
9780136117261002	9780136117261	C++ : how to program	technological science	Deitel, Paul J	Pearson Prentice Hall	2010
9781118057636002	9781118057636	Information technology project management : providing measurable organizational value	language	Marchewka, Jack T	John Wiley & Sons	2012
9780132569033002	9780132569033	Computer science : an overview	Philosophy	Brookshear, J. Glenn	Addison-Wesley	2012
9780387729244001	9780387729244	Semantics-oriented natural language processing :mathematical models and algorithms	literature	Fomichov, Vladimir A	Springer	2010
9781852339500001	9781852339500	System software reliability	religion	Pham, Hoang	Springer	2006
9783540250708001	9783540250708	Knowledge mining : proceedings of the NEMIS 2004 Final Conference	social science	Sirmakessis, Spiros	Springer	2005
9783642019753001	9783642019753	Perspectives on spatial data analysis	technological science	Anselin, Luc	Springer	2010
9783642218514001	9783642218514	Foundations of augmented cognition : directing the future of adaptive systems : 6th international conference, FAC 2011, held as part of HCI International 2011, Orlando, FL, USA, July 9-14, 2011 : proceedings	social science	International Conference on Augmented Cognition	Springer	2011
9780201612530001	9780201612530	Computer systems organization & architecture	religion	Carpinelli, John D	Addison-Wesley	2001
9780201612530002	9780201612530	Computer systems organization & architecture	Philosophy	Carpinelli, John D	Addison-Wesley	2001
9780072958867001	9780072958867	Database system concepts	technological science	Silberschatz, Abraham	McGraw-Hill Higher Education	2006
9780136085300001	9780136085300	Internetworking with TCP/IP.vol. 1	digital	Comer, Douglas E	Pearson Education Inc	2014
